"lemnaID","LIB","Name","New_name","Lat","Long","Category","Genotype","from","percGerm"
"MF_195","ILMX","MF195_2017","TB_setaria_16_0647","35.91453","-83.57986","Diversity","TB_setaria_16_0647","ILMX_ILMX_ILMX_ILMX",1
"MF_196","ILNF","MF196_2017","TB_setaria_16_0648","35.94196","-83.58418","Diversity","TB_setaria_16_0648","ILNF_ILNF_ILNF_ILNF",0.8
"MF_197","ILNN","MF197_2017","TB_setaria_16_0649","35.77479","-83.54218","Diversity","TB_setaria_16_0649","ILNN_ILNN_ILNN_ILNN",0.9
"MF_206","ILQF","MF206_2017","TB_setaria_16_0658","36.17611","-86.02213","Diversity","TB_setaria_16_0658","ILQF_ILQF_ILQF_ILQF",0.95
"MF_208","ILQN","MF208_2017","TB_setaria_16_0660","36.15294","-86.78809","Diversity","TB_setaria_16_0660","ILQN_ILQN_ILQN_ILQN",0.95
"PH_001","ILMP","PH_2016_001_2017","TB_setaria_16_0663","39.667021","-91.673365","Diversity","TB_setaria_16_0663","ILMP_ILMP_ILMP_ILMP",0.85
"PH_002","ILMY","PH_2016_002_2017","TB_setaria_16_0664","39.674129","-91.945821","Diversity","TB_setaria_16_0664","ILMY_ILMY_ILMY_ILMY",0.95
"PH_003","ILNG","PH_2016_003_2017","TB_setaria_16_0665","39.713657","-92.124012","Diversity","TB_setaria_16_0665","ILNG_ILNG_ILNG_ILNG",0.85
"PH_005","ILNY","PH_2016_005_2017","TB_setaria_16_0667","39.761834","-92.940955","Diversity","TB_setaria_16_0667","ILNY_ILNY_ILNY_ILNY",0.75
"PH_007","ILPP","PH_2016_007_2017","TB_setaria_16_0669","39.73497","-93.852486","Diversity","TB_setaria_16_0669","ILPP_ILPP_ILPP_ILPP",1
"PH_008","ILPY","PH_2016_008_2017","TB_setaria_16_0670","39.753293","-94.257685","Diversity","TB_setaria_16_0670","ILPY_ILPY_ILPY_ILPY",0.5
"PH_009","ILQG","PH_2016_009_2017","TB_setaria_16_0671","39.758214","-94.577249","Diversity","TB_setaria_16_0671","ILQG_ILQG_ILQG_ILQG",0.85
"PH_010","ILQP","PH_2016_010_2017","TB_setaria_16_0672","39.789828","-95.082571","Diversity","TB_setaria_16_0672","ILQP_ILQP_ILQP_ILQP",0.85
"PH_011","ILQY","PH_2016_011_2017","TB_setaria_16_0673","39.842954","-95.436777","Diversity","TB_setaria_16_0673","ILQY_ILQY_ILQY_ILQY",0.85
"PH_012","ILRG","PH_2016_012_2017","TB_setaria_16_0674","39.843731","-95.684448","Diversity","TB_setaria_16_0674","ILRG_ILRG_ILRG_ILRG",0.8
"PH_013","ILMQ","PH_2016_013_2017","TB_setaria_16_0675","39.841043","-95.990761","Diversity","TB_setaria_16_0675","ILMQ_ILMQ_ILMQ_ILMQ",0.9
"PH_014","ILMZ","PH_2016_014_2017","TB_setaria_16_0676","39.842163","-96.283816","Diversity","TB_setaria_16_0676","ILMZ_ILMZ_ILMZ_ILMZ",0.85
"PH_015","ILNH","PH_2016_015_2017","TB_setaria_16_0677","39.841633","-96.585083","Diversity","TB_setaria_16_0677","ILNH_ILNH_ILNH_ILNH",0.55
"PH_016","ILNQ","PH_2016_016_2017","TB_setaria_16_0678","39.841603","-96.632516","Diversity","TB_setaria_16_0678","ILNQ_ILNQ_ILNQ_ILNQ",1
"PH_017","ILNZ","PH_2016_017_2017","TB_setaria_16_0679","39.823201","-96.918713","Diversity","TB_setaria_16_0679","ILNZ_ILNZ_ILNZ_ILNZ",0.95
"PH_018","ILPH","PH_2016_018_2017","TB_setaria_16_0680","39.819722","-97.241021","Diversity","TB_setaria_16_0680","ILPH_ILPH_ILPH_ILPH",0.95
"PH_019","ILPQ","PH_2016_019_2017","TB_setaria_16_0681","39.813291","-97.518757","Diversity","TB_setaria_16_0681","ILPQ_ILPQ_ILPQ_ILPQ",0.95
"PH_020","ILPZ","PH_2016_020_2017","TB_setaria_16_0682","39.795043","-97.812391","Diversity","TB_setaria_16_0682","ILPZ_ILPZ_ILPZ_ILPZ",0.9
"PH_021","ILQH","PH_2016_021_2017","TB_setaria_16_0683","39.785189","-98.13892","Diversity","TB_setaria_16_0683","ILQH_ILQH_ILQH_ILQH",0.95
"PH_022","ILQQ","PH_2016_022_2017","TB_setaria_16_0684","39.785564","-98.448169","Diversity","TB_setaria_16_0684","ILQQ_ILQQ_ILQQ_ILQQ",0.8
"PH_023","ILQZ","PH_2016_023_2017","TB_setaria_16_0685","39.784543","-98.715851","Diversity","TB_setaria_16_0685","ILQZ_ILQZ_ILQZ_ILQZ",0.9
"PH_024","ILRH","PH_2016_024_2017","TB_setaria_16_0686","39.770926","-99.025652","Diversity","TB_setaria_16_0686","ILRH_ILRH_ILRH_ILRH",0.95
"PH_025","ILMR","PH_2016_025_2017","TB_setaria_16_0687","39.755067","-99.308215","Diversity","TB_setaria_16_0687","ILMR_ILMR_ILMR_ILMR",1
"PH_026","ILNA","PH_2016_026_2017","TB_setaria_16_0688","39.828473","-99.652691","Diversity","TB_setaria_16_0688","ILNA_ILNA_ILNA_ILNA",0.95
"PH_027","ILNI","PH_2016_027_2017","TB_setaria_16_0689","39.835129","-99.903063","Diversity","TB_setaria_16_0689","ILNI_ILNI_ILNI_ILNI",0.7
"PH_028","ILNR","PH_2016_028_2017","TB_setaria_16_0690","39.827595","-100.18425","Diversity","TB_setaria_16_0690","ILNR_ILNR_ILNR_ILNR",1
"PH_029","ILPA","PH_2016_029_2017","TB_setaria_16_0691","39.829136","-100.509343","Diversity","TB_setaria_16_0691","ILPA_ILPA_ILPA_ILPA",0.95
"PH_030","ILPI","PH_2016_030_2017","TB_setaria_16_0692","40.019842","-100.571472","Diversity","TB_setaria_16_0692","ILPI_ILPI_ILPI_ILPI",1
"PH_031","ILPR","PH_2016_031_2017","TB_setaria_16_0693","40.198953","-100.671709","Diversity","TB_setaria_16_0693","ILPR_ILPR_ILPR_ILPR",0.95
"PH_033","ILQI","PH_2016_033_2017","TB_setaria_16_0695","40.151886","-101.200659","Diversity","TB_setaria_16_0695","ILQI_ILQI_ILQI_ILQI",0.6
"PH_034","ILQR","PH_2016_034_2017","TB_setaria_16_0696","40.081354","-101.483822","Diversity","TB_setaria_16_0696","ILQR_ILQR_ILQR_ILQR",1
"PH_035","ILRA","PH_2016_035_2017","TB_setaria_16_0697","39.858276","-101.540812","Diversity","TB_setaria_16_0697","ILRA_ILRA_ILRA_ILRA",1
"PH_036","ILRI","PH_2016_036_2017","TB_setaria_16_0698","39.760317","-101.711428","Diversity","TB_setaria_16_0698","ILRI_ILRI_ILRI_ILRI",0.9
"PH_037","ILMS","PH_2016_037_2017","TB_setaria_16_0699","39.851203","-101.880408","Diversity","TB_setaria_16_0699","ILMS_ILMS_ILMS_ILMS",0.9
"PH_038","ILNB","PH_2016_038_2017","TB_setaria_16_0700","40.014368","-101.950651","Diversity","TB_setaria_16_0700","ILNB_ILNB_ILNB_ILNB",0.95
"PH_039","ILNJ","PH_2016_039_2017","TB_setaria_16_0701","40.077939","-102.244308","Diversity","TB_setaria_16_0701","ILNJ_ILNJ_ILNJ_ILNJ",1
"PH_040","ILNS","PH_2016_040_2017","TB_setaria_16_0702","40.104936","-102.499854","Diversity","TB_setaria_16_0702","ILNS_ILNS_ILNS_ILNS",1
"PH_041","ILPB","PH_2016_041_2017","TB_setaria_16_0703","40.132677","-102.762432","Diversity","TB_setaria_16_0703","ILPB_ILPB_ILPB_ILPB",1
"PH_042","ILPJ","PH_2016_042_2017","TB_setaria_16_0704","40.15567","-103.040021","Diversity","TB_setaria_16_0704","ILPJ_ILPJ_ILPJ_ILPJ",0.95
"PH_043","ILPS","PH_2016_043_2017","TB_setaria_16_0705","40.200365","-103.322351","Diversity","TB_setaria_16_0705","ILPS_ILPS_ILPS_ILPS",1
"PH_044","ILQB","PH_2016_044_2017","TB_setaria_16_0706","40.260438","-103.59949","Diversity","TB_setaria_16_0706","ILQB_ILQB_ILQB_ILQB",0.85
"PH_045","ILQJ","PH_2016_045_2017","TB_setaria_16_0707","40.254247","-103.880092","Diversity","TB_setaria_16_0707","ILQJ_ILQJ_ILQJ_ILQJ",0.85
"PH_046","ILQS","PH_2016_046_2017","TB_setaria_16_0708","40.292456","-104.177974","Diversity","TB_setaria_16_0708","ILQS_ILQS_ILQS_ILQS",0.65
"PH_047","ILRB","PH_2016_047_2017","TB_setaria_16_0709","40.32416","-104.407984","Diversity","TB_setaria_16_0709","ILRB_ILRB_ILRB_ILRB",0.85
"PH_048","ILRJ","PH_2016_048_2017","TB_setaria_16_0710","40.524713","-104.711266","Diversity","TB_setaria_16_0710","ILRJ_ILRJ_ILRJ_ILRJ",0.5
"PH_050","ILNC","PH_2016_050_2017","TB_setaria_16_0712","40.841371","-104.96485","Diversity","TB_setaria_16_0712","ILNC_ILNC_ILNC_ILNC",0.6
"PH_051","ILNK","PH_2016_051_2017","TB_setaria_16_0713","41.036005","-104.897197","Diversity","TB_setaria_16_0713","ILNK_ILNK_ILNK_ILNK",0.6
"PH_052","ILNT","PH_2016_052_2017","TB_setaria_16_0714","41.407684","-104.873221","Diversity","TB_setaria_16_0714","ILNT_ILNT_ILNT_ILNT",1
"PH_054","ILPK","PH_2016_054_2017","TB_setaria_16_0716","41.962584","-104.950196","Diversity","TB_setaria_16_0716","ILPK_ILPK_ILPK_ILPK",0.9
"PH_055","ILPT","PH_2016_055_2017","TB_setaria_16_0717","42.264712","-105.038564","Diversity","TB_setaria_16_0717","ILPT_ILPT_ILPT_ILPT",0.9
"PH_056","ILQC","PH_2016_056_2017","TB_setaria_16_0718","42.502063","-105.026111","Diversity","TB_setaria_16_0718","ILQC_ILQC_ILQC_ILQC",0.8
"PH_057","ILQK","PH_2016_057_2017","TB_setaria_16_0719","42.26971","-104.754017","Diversity","TB_setaria_16_0719","ILQK_ILQK_ILQK_ILQK",0.9
"PH_060","ILRK","PH_2016_060_2017","TB_setaria_16_0722","41.997044","-104.040767","Diversity","TB_setaria_16_0722","ILRK_ILRK_ILRK_ILRK",0.55
"PH_061","ILMU","PH_2016_061_2017","TB_setaria_16_0723","41.942507","-103.818446","Diversity","TB_setaria_16_0723","ILMU_ILMU_ILMU_ILMU",0.95
"PH_062","ILND","PH_2016_062_2017","TB_setaria_16_0724","41.866634","-103.640786","Diversity","TB_setaria_16_0724","ILND_ILND_ILND_ILND",0.95
"PH_063","ILNL","PH_2016_063_2017","TB_setaria_16_0725","41.644431","-103.676548","Diversity","TB_setaria_16_0725","ILNL_ILNL_ILNL_ILNL",0.85
"PH_064","ILNU","PH_2016_064_2017","TB_setaria_16_0726","41.473098","-103.658896","Diversity","TB_setaria_16_0726","ILNU_ILNU_ILNU_ILNU",0.85
"PH_065","ILPD","PH_2016_065_2017","TB_setaria_16_0727","41.266212","-103.64844","Diversity","TB_setaria_16_0727","ILPD_ILPD_ILPD_ILPD",1
"PH_066","ILPL","PH_2016_066_2017","TB_setaria_16_0728","41.009355","-103.687966","Diversity","TB_setaria_16_0728","ILPL_ILPL_ILPL_ILPL",0.9
"PH_068","ILQD","PH_2016_068_2017","TB_setaria_16_0730","40.610691","-103.543916","Diversity","TB_setaria_16_0730","ILQD_ILQD_ILQD_ILQD",0.5
"PH_069","ILQL","PH_2016_069_2017","TB_setaria_16_0731","40.623491","-103.265993","Diversity","TB_setaria_16_0731","ILQL_ILQL_ILQL_ILQL",0.8
"PH_070","ILQU","PH_2016_070_2017","TB_setaria_16_0732","40.62489","-103.23191","Diversity","TB_setaria_16_0732","ILQU_ILQU_ILQU_ILQU",0.9
"PH_071","ILRD","PH_2016_071_2017","TB_setaria_16_0733","41.14328","-102.990926","Diversity","TB_setaria_16_0733","ILRD_ILRD_ILRD_ILRD",0.75
"PH_072","ILRL","PH_2016_072_2017","TB_setaria_16_0734","41.319004","-102.97203","Diversity","TB_setaria_16_0734","ILRL_ILRL_ILRL_ILRL",0.9
"PH_073","ILMW","PH_2016_073_2017","TB_setaria_16_0735","41.535813","-102.984406","Diversity","TB_setaria_16_0735","ILMW_ILMW_ILMW_ILMW",0.95
"PH_074","ILNE","PH_2016_074_2017","TB_setaria_16_0736","41.695933","-103.107001","Diversity","TB_setaria_16_0736","ILNE_ILNE_ILNE_ILNE",0.8
"PH_075","ILNM","PH_2016_075_2017","TB_setaria_16_0737","41.884539","-103.090009","Diversity","TB_setaria_16_0737","ILNM_ILNM_ILNM_ILNM",0.7
"PH_076","ILNW","PH_2016_076_2017","TB_setaria_16_0738","42.055666","-102.907971","Diversity","TB_setaria_16_0738","ILNW_ILNW_ILNW_ILNW",0.95
"PH_078","ILPM","PH_2016_078_2017","TB_setaria_16_0740","42.53958","-102.968572","Diversity","TB_setaria_16_0740","ILPM_ILPM_ILPM_ILPM",0.95
"PH_079","ILPW","PH_2016_079_2017","TB_setaria_16_0741","42.740696","-103.007467","Diversity","TB_setaria_16_0741","ILPW_ILPW_ILPW_ILPW",1
"PH_082","ILQM","PH_2016_082_2017","TB_setaria_16_0744","43.188325","-102.982081","Diversity","TB_setaria_16_0744","ILQM_ILQM_ILQM_ILQM",0.7
"PH_083","ILQW","PH_2016_083_2017","TB_setaria_16_0745","43.18402","-102.728218","Diversity","TB_setaria_16_0745","ILQW_ILQW_ILQW_ILQW",0.9
"PH_084","ILRE","PH_2016_084_2017","TB_setaria_16_0746","43.026249","-102.557715","Diversity","TB_setaria_16_0746","ILRE_ILRE_ILRE_ILRE",0.95
"PH_085","ILRM","PH_2016_085_2017","TB_setaria_16_0747","42.853979","-102.530208","Diversity","TB_setaria_16_0747","ILRM_ILRM_ILRM_ILRM",0.85
"PH_086","ILRN","PH_2016_086_2017","TB_setaria_16_0748","42.722656","-102.439132","Diversity","TB_setaria_16_0748","ILRN_ILRN_ILRN_ILRN",0.9
"PH_087","ILRX","PH_2016_087_2017","TB_setaria_16_0749","42.799418","-102.20313","Diversity","TB_setaria_16_0749","ILRX_ILRX_ILRX_ILRX",0.9
"PH_089","ILSN","PH_2016_089_2017","TB_setaria_16_0751","42.999706","-102.214662","Diversity","TB_setaria_16_0751","ILSN_ILSN_ILSN_ILSN",0.95
"PH_092","ILTN","PH_2016_092_2017","TB_setaria_16_0754","42.996313","-101.714131","Diversity","TB_setaria_16_0754","ILTN_ILTN_ILTN_ILTN",0.9
"PH_093","ILTX","PH_2016_093_2017","TB_setaria_16_0755","42.820062","-101.69546","Diversity","TB_setaria_16_0755","ILTX_ILTX_ILTX_ILTX",0.95
"PH_094","ILUF","PH_2016_094_2017","TB_setaria_16_0756","42.630569","-101.714035","Diversity","TB_setaria_16_0756","ILUF_ILUF_ILUF_ILUF",1
"PH_096","ILUX","PH_2016_096_2017","TB_setaria_16_0758","42.267355","-101.72124","Diversity","TB_setaria_16_0758","ILUX_ILUX_ILUX_ILUX",1
"PH_097","ILWF","PH_2016_097_2017","TB_setaria_16_0759","42.05908","-101.750973","Diversity","TB_setaria_16_0759","ILWF_ILWF_ILWF_ILWF",1
"PH_098","ILRP","PH_2016_098_2017","TB_setaria_16_0760","42.000811","-101.763057","Diversity","TB_setaria_16_0760","ILRP_ILRP_ILRP_ILRP",0.95
"PH_099","ILRY","PH_2016_099_2017","TB_setaria_16_0761","41.810925","-101.757999","Diversity","TB_setaria_16_0761","ILRY_ILRY_ILRY_ILRY",0.95
"PH_100","ILSG","PH_2016_100_2017","TB_setaria_16_0762","41.624091","-101.694697","Diversity","TB_setaria_16_0762","ILSG_ILSG_ILSG_ILSG",0.9
"PH_101","ILSP","PH_2016_101_2017","TB_setaria_16_0763","41.593503","-101.496454","Diversity","TB_setaria_16_0763","ILSP_ILSP_ILSP_ILSP",0.85
"PH_102","ILSY","PH_2016_102_2017","TB_setaria_16_0764","41.555563","-101.31065","Diversity","TB_setaria_16_0764","ILSY_ILSY_ILSY_ILSY",1
"PH_103","ILTG","PH_2016_103_2017","TB_setaria_16_0765","41.54893","-101.026442","Diversity","TB_setaria_16_0765","ILTG_ILTG_ILTG_ILTG",1
"PH_105","ILTY","PH_2016_105_2017","TB_setaria_16_0767","41.273855","-100.837089","Diversity","TB_setaria_16_0767","ILTY_ILTY_ILTY_ILTY",0.9
"PH_106","ILUG","PH_2016_106_2017","TB_setaria_16_0768","41.147192","-100.760402","Diversity","TB_setaria_16_0768","ILUG_ILUG_ILUG_ILUG",0.85
"PH_107","ILUP","PH_2016_107_2017","TB_setaria_16_0769","41.315222","-100.616911","Diversity","TB_setaria_16_0769","ILUP_ILUP_ILUP_ILUP",0.9
"PH_108","ILUY","PH_2016_108_2017","TB_setaria_16_0770","41.480414","-100.501814","Diversity","TB_setaria_16_0770","ILUY_ILUY_ILUY_ILUY",1
"PH_109","ILWG","PH_2016_109_2017","TB_setaria_16_0771","41.684815","-100.512623","Diversity","TB_setaria_16_0771","ILWG_ILWG_ILWG_ILWG",0.8
"PH_110","ILRQ","PH_2016_110_2017","TB_setaria_16_0772","41.874572","-100.559012","Diversity","TB_setaria_16_0772","ILRQ_ILRQ_ILRQ_ILRQ",1
"PH_111","ILRZ","PH_2016_111_2017","TB_setaria_16_0773","42.058313","-100.540794","Diversity","TB_setaria_16_0773","ILRZ_ILRZ_ILRZ_ILRZ",0.85
"PH_112","ILSH","PH_2016_112_2017","TB_setaria_16_0774","42.281934","-100.536517","Diversity","TB_setaria_16_0774","ILSH_ILSH_ILSH_ILSH",0.9
"PH_113","ILSQ","PH_2016_113_2017","TB_setaria_16_0775","42.506558","-100.536879","Diversity","TB_setaria_16_0775","ILSQ_ILSQ_ILSQ_ILSQ",0.95
"PH_114","ILSZ","PH_2016_114_2017","TB_setaria_16_0776","42.713586","-100.536121","Diversity","TB_setaria_16_0776","ILSZ_ILSZ_ILSZ_ILSZ",0.95
"PH_115","ILTH","PH_2016_115_2017","TB_setaria_16_0777","42.75272","-100.419421","Diversity","TB_setaria_16_0777","ILTH_ILTH_ILTH_ILTH",0.9
"PH_117","ILTZ","PH_2016_117_2017","TB_setaria_16_0779","42.559929","-99.948055","Diversity","TB_setaria_16_0779","ILTZ_ILTZ_ILTZ_ILTZ",0.9
"PH_118","ILUH","PH_2016_118_2017","TB_setaria_16_0780","42.557282","-99.644374","Diversity","TB_setaria_16_0780","ILUH_ILUH_ILUH_ILUH",0.75
"PH_119","ILUQ","PH_2016_119_2017","TB_setaria_16_0781","42.591228","-99.362407","Diversity","TB_setaria_16_0781","ILUQ_ILUQ_ILUQ_ILUQ",0.95
"PH_120","ILUZ","PH_2016_120_2017","TB_setaria_16_0782","42.594233","-99.323683","Diversity","TB_setaria_16_0782","ILUZ_ILUZ_ILUZ_ILUZ",0.9
"PH_121","ILWH","PH_2016_121_2017","TB_setaria_16_0783","42.579605","-99.0997","Diversity","TB_setaria_16_0783","ILWH_ILWH_ILWH_ILWH",0.95
"PH_122","ILRR","PH_2016_122_2017","TB_setaria_16_0784","42.480801","-98.867512","Diversity","TB_setaria_16_0784","ILRR_ILRR_ILRR_ILRR",0.85
"PH_123","ILSA","PH_2016_123_2017","TB_setaria_16_0785","42.447334","-98.624701","Diversity","TB_setaria_16_0785","ILSA_ILSA_ILSA_ILSA",0.8
"PH_124","ILSI","PH_2016_124_2017","TB_setaria_16_0786","42.335626","-98.456099","Diversity","TB_setaria_16_0786","ILSI_ILSI_ILSI_ILSI",0.9
"PH_125","ILSR","PH_2016_125_2017","TB_setaria_16_0787","42.335098","-98.174002","Diversity","TB_setaria_16_0787","ILSR_ILSR_ILSR_ILSR",1
"PH_127","ILTI","PH_2016_127_2017","TB_setaria_16_0789","42.359665","-97.582196","Diversity","TB_setaria_16_0789","ILTI_ILTI_ILTI_ILTI",1
"PH_129","ILUA","PH_2016_129_2017","TB_setaria_16_0791","42.46707","-97.050815","Diversity","TB_setaria_16_0791","ILUA_ILUA_ILUA_ILUA",0.7
"PH_130","ILUI","PH_2016_130_2017","TB_setaria_16_0792","42.472099","-96.815001","Diversity","TB_setaria_16_0792","ILUI_ILUI_ILUI_ILUI",0.95
"PH_131","ILUR","PH_2016_131_2017","TB_setaria_16_0793","42.475057","-96.629397","Diversity","TB_setaria_16_0793","ILUR_ILUR_ILUR_ILUR",0.95
"PH_132","ILWA","PH_2016_132_2017","TB_setaria_16_0794","42.475221","-96.289671","Diversity","TB_setaria_16_0794","ILWA_ILWA_ILWA_ILWA",0.95
"PH_133","ILWI","PH_2016_133_2017","TB_setaria_16_0795","42.475444","-96.179647","Diversity","TB_setaria_16_0795","ILWI_ILWI_ILWI_ILWI",0.85
"PH_134","ILRS","PH_2016_134_2017","TB_setaria_16_0796","42.482356","-95.931129","Diversity","TB_setaria_16_0796","ILRS_ILRS_ILRS_ILRS",1
"PH_135","ILSB","PH_2016_135_2017","TB_setaria_16_0797","42.465662","-95.805842","Diversity","TB_setaria_16_0797","ILSB_ILSB_ILSB_ILSB",0.65
"PH_136","ILSJ","PH_2016_136_2017","TB_setaria_16_0798","42.474849","-95.5218","Diversity","TB_setaria_16_0798","ILSJ_ILSJ_ILSJ_ILSJ",0.9
"PH_137","ILSS","PH_2016_137_2017","TB_setaria_16_0799","42.474671","-95.224945","Diversity","TB_setaria_16_0799","ILSS_ILSS_ILSS_ILSS",0.5
"PH_139","ILTJ","PH_2016_139_2017","TB_setaria_16_0801","42.450066","-94.69409","Diversity","TB_setaria_16_0801","ILTJ_ILTJ_ILTJ_ILTJ",0.85
"PH_140","ILTS","PH_2016_140_2017","TB_setaria_16_0802","42.459593","-93.816204","Diversity","TB_setaria_16_0802","ILTS_ILTS_ILTS_ILTS",0.85
"PH_141","ILUB","PH_2016_141_2017","TB_setaria_16_0803","41.590154","-93.606684","Diversity","TB_setaria_16_0803","ILUB_ILUB_ILUB_ILUB",1
"PH_143","ILUS","PH_2016_143_2017","TB_setaria_16_0805","41.646675","-93.696149","Diversity","TB_setaria_16_0805","ILUS_ILUS_ILUS_ILUS",0.7
"PH_144","ILWB","PH_2016_144_2017","TB_setaria_16_0806","41.59822","-93.491424","Diversity","TB_setaria_16_0806","ILWB_ILWB_ILWB_ILWB",0.7
"PH_145","ILWJ","PH_2016_145_2017","TB_setaria_16_0807","41.473581","-93.04155","Diversity","TB_setaria_16_0807","ILWJ_ILWJ_ILWJ_ILWJ",0.9
"PH_146","ILRT","PH_2016_146_2017","TB_setaria_16_0808","41.389163","-92.905488","Diversity","TB_setaria_16_0808","ILRT_ILRT_ILRT_ILRT",1
"PH_147","ILSC","PH_2016_147_2017","TB_setaria_16_0809","41.140103","-92.599065","Diversity","TB_setaria_16_0809","ILSC_ILSC_ILSC_ILSC",1
"PH_149","ILST","PH_2016_149_2017","TB_setaria_16_0811","40.208708","-92.580745","Diversity","TB_setaria_16_0811","ILST_ILST_ILST_ILST",0.95
"PH_150","ILTC","PH_2016_150_2017","TB_setaria_16_0812","#N/A","#N/A","Diversity","TB_setaria_16_0812","ILTC_ILTC_ILTC_ILTC",0.95
"TB_setaria_12_0003","AGTYN","Kellogg_1186","TB_setaria_12_0003","38.64672222","-90.25205556","Diversity","TB_0003","AGTYN_AGTYN_AGTYN_AGTYN",0.8
